,URL_FULL,DATE,URL,cat_id,Website,cat_lvl_1,cat_lvl_2,cat_lvl_3,cat_lvl_4,cat_lvl_5
10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-fries-potatoes/10019_6000194326337_6000194327413_6000202265741,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-fries-potatoes,10019_6000194326337_6000194327413_6000202265741,https://www.walmart.ca,grocery,frozen-food,frozen-meals-sides,frozen-fries-potatoes,
11,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-lasagna-pasta-noodles/10019_6000194326337_6000194327413_6000202265728,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-lasagna-pasta-noodles,10019_6000194326337_6000194327413_6000202265728,https://www.walmart.ca,grocery,frozen-food,frozen-meals-sides,frozen-lasagna-pasta-noodles,
12,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-meat-pies-patties/10019_6000194326337_6000194327413_6000202265765,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-meat-pies-patties,10019_6000194326337_6000194327413_6000202265765,https://www.walmart.ca,grocery,frozen-food,frozen-meals-sides,frozen-meat-pies-patties,
13,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/10019_6000194326337_6000194327396_6000194701732,2025-03-24,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb,10019_6000194326337_6000194327396_6000194701732,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-beef-lamb,
14,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-burgers/10019_6000194326337_6000194327396_6000194701732_6000209155464,2025-03-24,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-burgers,10019_6000194326337_6000194327396_6000194701732_6000209155464,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-beef-lamb,frozen-burgers
15,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/10019_6000194326337_6000194327396_6000194701722,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood,10019_6000194326337_6000194327396_6000194701722,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-fish-seafood,
16,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-cod-haddock-other-fish/10019_6000194326337_6000194327396_6000194701722_6000209155759,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-cod-haddock-other-fish,10019_6000194326337_6000194327396_6000194701722_6000209155759,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-fish-seafood,frozen-cod-haddock-other-fish
17,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-salmon/10019_6000194326337_6000194327396_6000194701722_6000209155690,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-salmon,10019_6000194326337_6000194327396_6000194701722_6000209155690,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-fish-seafood,frozen-salmon
18,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/shrimp/10019_6000194326337_6000194327396_6000194701722_6000209155756,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/shrimp,10019_6000194326337_6000194327396_6000194701722_6000209155756,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-fish-seafood,shrimp
19,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-plant-based-proteins/10019_6000194326337_6000194327396_6000202265889,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-plant-based-proteins,10019_6000194326337_6000194327396_6000202265889,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-plant-based-proteins,
20,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-pork/10019_6000194326337_6000194327396_6000196198827,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-pork,10019_6000194326337_6000194327396_6000196198827,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-pork,
21,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/mini-pizzas-slices/10019_6000194326337_6000194349404_6000207185287,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/mini-pizzas-slices,10019_6000194326337_6000194349404_6000207185287,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,mini-pizzas-slices,
22,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/pizza-bites-pops-pockets/10019_6000194326337_6000194349404_6000207185075,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/pizza-bites-pops-pockets,10019_6000194326337_6000194349404_6000207185075,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,pizza-bites-pops-pockets,
23,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/rising-crust-pizza/10019_6000194326337_6000194349404_6000207185072,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/rising-crust-pizza,10019_6000194326337_6000194349404_6000207185072,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,rising-crust-pizza,
24,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/10019_6000194326337_6000194327403,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables,10019_6000194326337_6000194327403,https://www.walmart.ca,grocery,frozen-food,frozen-vegetables,,
25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-cauliflower-brocolli-brussel-sprouts/10019_6000194326337_6000194327403_6000207185321,2025-02-07,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-cauliflower-brocolli-brussel-sprouts,10019_6000194326337_6000194327403_6000207185321,https://www.walmart.ca,grocery,frozen-food,frozen-vegetables,frozen-cauliflower-brocolli-brussel-sprouts,
26,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-global-vegetables/10019_6000194326337_6000194327403_6000207185552,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-global-vegetables,10019_6000194326337_6000194327403_6000207185552,https://www.walmart.ca,grocery,frozen-food,frozen-vegetables,frozen-global-vegetables,
27,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-peas-edamame/10019_6000194326337_6000194327403_6000207185452,2025-02-07,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-peas-edamame,10019_6000194326337_6000194327403_6000207185452,https://www.walmart.ca,grocery,frozen-food,frozen-vegetables,frozen-peas-edamame,
28,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-riced-cauliflower/10019_6000194326337_6000194327403_6000207185340,2025-02-07,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-vegetables/frozen-riced-cauliflower,10019_6000194326337_6000194327403_6000207185340,https://www.walmart.ca,grocery,frozen-food,frozen-vegetables,frozen-riced-cauliflower,
29,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/frozen-yogurt/10019_6000194326337_6000194349402_6000201700650,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/frozen-yogurt,10019_6000194326337_6000194349402_6000201700650,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,frozen-yogurt,
30,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/global-ice-cream-flavours/10019_6000194326337_6000194349402_6000209065599,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/global-ice-cream-flavours,10019_6000194326337_6000194349402_6000209065599,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,global-ice-cream-flavours,
31,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-cones/10019_6000194326337_6000194349402_6000206559053,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-cones,10019_6000194326337_6000194349402_6000206559053,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-cream-cones,
32,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-mixes/10019_6000194326337_6000194349402_6000209155267,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-mixes,10019_6000194326337_6000194349402_6000209155267,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-cream-mixes,
33,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-pints-cups/10019_6000194326337_6000194349402_6000201700644,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-pints-cups,10019_6000194326337_6000194349402_6000201700644,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-cream-pints-cups,
34,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-sandwiches-bars/10019_6000194326337_6000194349402_6000201700646,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-sandwiches-bars,10019_6000194326337_6000194349402_6000201700646,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-cream-sandwiches-bars,
35,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-tubs-pints/10019_6000194326337_6000194349402_6000201700639,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-cream-tubs-pints,10019_6000194326337_6000194349402_6000201700639,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-cream-tubs-pints,
36,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-pops-fruit-bars/10019_6000194326337_6000194349402_6000201700651,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/ice-pops-fruit-bars,10019_6000194326337_6000194349402_6000201700651,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,ice-pops-fruit-bars,
37,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/caribbean-african-ice-cream/10019_6000194326337_6000194349402_6000209065599_6000209198907,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/caribbean-african-ice-cream,10019_6000194326337_6000194349402_6000209065599_6000209198907,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,mochi-global-flavours,caribbean-african-ice-cream
38,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/gelato-european-ice-cream/10019_6000194326337_6000194349402_6000209065599_6000209198908,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/gelato-european-ice-cream,10019_6000194326337_6000194349402_6000209065599_6000209198908,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,mochi-global-flavours,gelato-european-ice-cream
39,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/kulfi-south-asian-ice-cream/10019_6000194326337_6000194349402_6000209065599_6000209187451,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/kulfi-south-asian-ice-cream,10019_6000194326337_6000194349402_6000209065599_6000209187451,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,mochi-global-flavours,kulfi-south-asian-ice-cream
40,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/thai-filipino-ice-cream/10019_6000194326337_6000194349402_6000209065599_6000209187459,2025-08-05,https://www.walmart.ca/en/browse/grocery/frozen-food/ice-cream-treats/mochi-global-flavours/thai-filipino-ice-cream,10019_6000194326337_6000194349402_6000209065599_6000209187459,https://www.walmart.ca,grocery,frozen-food,ice-cream-treats,mochi-global-flavours,thai-filipino-ice-cream
41,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/10019_6000194326337_6000202265715,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks,10019_6000194326337_6000202265715,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,,
42,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-indian-appetizers/10019_6000194326337_6000202265715_6000207184859,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-indian-appetizers,10019_6000194326337_6000202265715_6000207184859,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,frozen-indian-appetizers,
43,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-large-crowd-appetizers/10019_6000194326337_6000202265715_6000207184986,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-large-crowd-appetizers,10019_6000194326337_6000202265715_6000207184986,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,frozen-large-crowd-appetizers,
44,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-meatballs-meat-appetizers/10019_6000194326337_6000202265715_6000207184835,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-meatballs-meat-appetizers,10019_6000194326337_6000202265715_6000207184835,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,frozen-meatballs-meat-appetizers,
45,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-seafood-appetizers/10019_6000194326337_6000202265715_6000207184881,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/frozen-seafood-appetizers,10019_6000194326337_6000202265715_6000207184881,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,frozen-seafood-appetizers,
46,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/spring-rolls-frozen-asian-appetizers/10019_6000194326337_6000202265715_6000207184867,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-appetizers-snacks/spring-rolls-frozen-asian-appetizers,10019_6000194326337_6000202265715_6000207184867,https://www.walmart.ca,grocery,frozen-food,frozen-appetizers-snacks,spring-rolls-frozen-asian-appetizers,
47,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/10019_6000194326337_6000194701706,2024-08-29,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert,10019_6000194326337_6000194701706,https://www.walmart.ca,grocery,frozen-food,frozen-bakery-dessert,,
48,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-cakes-cheesecakes/10019_6000194326337_6000194701706_6000202266677,2024-08-29,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-cakes-cheesecakes,10019_6000194326337_6000194701706_6000202266677,https://www.walmart.ca,grocery,frozen-food,frozen-bakery-dessert,frozen-cakes-cheesecakes,
49,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-desserts/10019_6000194326337_6000194701706_6000202266686,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-desserts,10019_6000194326337_6000194701706_6000202266686,https://www.walmart.ca,grocery,frozen-food,frozen-bakery-dessert,frozen-desserts,
50,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-pie-crusts-pastry-sheets/10019_6000194326337_6000194701706_6000202266717,2024-08-29,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-bakery-dessert/frozen-pie-crusts-pastry-sheets,10019_6000194326337_6000194701706_6000202266717,https://www.walmart.ca,grocery,frozen-food,frozen-bakery-dessert,frozen-pie-crusts-pastry-sheets,
51,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/10019_6000194326337_6000194349403,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast,10019_6000194326337_6000194349403,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,,
52,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/breakfast-sandwiches-snacks/10019_6000194326337_6000194349403_6000202265978,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/breakfast-sandwiches-snacks,10019_6000194326337_6000194349403_6000202265978,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,breakfast-sandwiches-snacks,
53,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/frozen-breakfast-pastries/10019_6000194326337_6000194349403_6000202266012,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/frozen-breakfast-pastries,10019_6000194326337_6000194349403_6000202266012,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,frozen-breakfast-pastries,
54,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/frozen-breakfast-sausage/10019_6000194326337_6000194349403_6000202266006,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/frozen-breakfast-sausage,10019_6000194326337_6000194349403_6000202266006,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,frozen-breakfast-sausage,
55,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/hashbrowns/10019_6000194326337_6000194349403_6000202265967,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/hashbrowns,10019_6000194326337_6000194349403_6000202265967,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,hashbrowns,
56,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/waffles-pancakes-french-toast/10019_6000194326337_6000194349403_6000202265947,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-breakfast/waffles-pancakes-french-toast,10019_6000194326337_6000194349403_6000202265947,https://www.walmart.ca,grocery,frozen-food,frozen-breakfast,waffles-pancakes-french-toast,
57,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-drinks-ice/10019_6000194326337_6000194327404,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-drinks-ice,10019_6000194326337_6000194327404,https://www.walmart.ca,grocery,frozen-food,frozen-drinks-ice,,
58,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-fruit/easy-blend-fruit-mixes/10019_6000194326337_6000194327401_6000208494287,2024-08-30,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-fruit/easy-blend-fruit-mixes,10019_6000194326337_6000194327401_6000208494287,https://www.walmart.ca,grocery,frozen-food,frozen-fruit,easy-blend-fruit-mixes,
59,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-fruit/frozen-mixed-fruits/10019_6000194326337_6000194327401_6000208487832,2024-08-29,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-fruit/frozen-mixed-fruits,10019_6000194326337_6000194327401_6000208487832,https://www.walmart.ca,grocery,frozen-food,frozen-fruit,frozen-mixed-fruits,
60,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-dinners/10019_6000194326337_6000194327413_6000202265768,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-dinners,10019_6000194326337_6000194327413_6000202265768,https://www.walmart.ca,grocery,frozen-food,frozen-meals-sides,frozen-dinners,
61,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-perogies-dumplings/10019_6000194326337_6000194327413_6000202265759,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meals-sides/frozen-perogies-dumplings,10019_6000194326337_6000194327413_6000202265759,https://www.walmart.ca,grocery,frozen-food,frozen-meals-sides,frozen-perogies-dumplings,
62,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/10019_6000194326337_6000194327396,2025-03-24,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives,10019_6000194326337_6000194327396,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,,
63,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-meatballs/10019_6000194326337_6000194327396_6000194701732_6000209155751,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-meatballs,10019_6000194326337_6000194327396_6000194701732_6000209155751,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-beef-lamb,frozen-meatballs
64,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-steaks-stewing-beef-more-cuts/10019_6000194326337_6000194327396_6000194701732_6000209155674,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-beef-lamb/frozen-steaks-stewing-beef-more-cuts,10019_6000194326337_6000194327396_6000194701732_6000209155674,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-beef-lamb,frozen-steaks-stewing-beef-more-cuts
65,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-chicken-turkey/10019_6000194326337_6000194327396_6000194701733,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-chicken-turkey,10019_6000194326337_6000194327396_6000194701733,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-chicken-turkey,
66,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-fish-sticks-fillets/10019_6000194326337_6000194327396_6000194701722_6000209155683,2025-03-25,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-meat-seafood-alternatives/frozen-fish-seafood/frozen-fish-sticks-fillets,10019_6000194326337_6000194327396_6000194701722_6000209155683,https://www.walmart.ca,grocery,frozen-food,frozen-meat-seafood-alternatives,frozen-fish-seafood,frozen-fish-sticks-fillets
67,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/10019_6000194326337_6000194349404,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza,10019_6000194326337_6000194349404,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,,
68,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/artisanal-crust-pizza/10019_6000194326337_6000194349404_6000207185292,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/artisanal-crust-pizza,10019_6000194326337_6000194349404_6000207185292,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,artisanal-crust-pizza,
69,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/mega-pizza-sizes/10019_6000194326337_6000194349404_6000207185078,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/mega-pizza-sizes,10019_6000194326337_6000194349404_6000207185078,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,mega-pizza-sizes,
70,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/stuffed-crust-pizza/10019_6000194326337_6000194349404_6000207185090,2024-06-10,https://www.walmart.ca/en/browse/grocery/frozen-food/frozen-pizza/stuffed-crust-pizza,10019_6000194326337_6000194349404_6000207185090,https://www.walmart.ca,grocery,frozen-food,frozen-pizza,stuffed-crust-pizza,
